length	num_GC	number_of_fragments	GC_content	number_of_positions	GC_bias	smoothed_GC_bias
159	60	590	0.37735849056603776	128016739	1.1259536130817052	1.3090041732506366
159	61	617	0.3836477987421384	126203215	1.194400544673819	1.3619724242631264
159	62	680	0.389937106918239	123860814	1.341251529511067	1.4193612981005352
159	63	669	0.39622641509433965	121091768	1.3497295152977369	1.4569554717764053
159	64	664	0.4025157232704403	117967068	1.3751261512677937	1.5082401801759957
159	65	665	0.4088050314465409	114754603	1.415750676441154	1.5564830110130488
159	66	621	0.41509433962264153	111594927	1.3595099644877855	1.5898552244171487
159	67	682	0.42138364779874216	108441785	1.5364660354639657	1.6211222118042976
159	68	650	0.4276729559748428	105406384	1.506543545028415	1.6476782961452205
159	69	606	0.4339622641509434	102437194	1.4452740265492563	1.6733951816970511
159	70	653	0.44025157232704404	99610587	1.6015589517646989	1.6883859919111068
159	71	584	0.44654088050314467	96832831	1.4734162843094794	1.7250808846325119
159	72	572	0.4528301886792453	94334687	1.4813574409759585	1.7378701870364868
159	73	524	0.4591194968553459	91983817	1.3917303784337307	1.755371266486496
159	74	585	0.46540880503144655	89805387	1.5914343387662007	1.773839908550671
159	75	621	0.4716981132075472	87922249	1.7255520299848903	1.7799279375517916
159	76	550	0.4779874213836478	86293271	1.5571161364365071	1.7874127701920235
159	77	562	0.48427672955974843	84974204	1.6157882957231142	1.7953061893362152
159	78	567	0.49056603773584906	83846236	1.6520939281709455	1.8015910201289382
159	79	533	0.4968553459119497	82875781	1.5712121263073084	1.8136286144227562
159	80	541	0.5031446540880503	81679029	1.6181618062426855	1.8345338538741547
159	81	551	0.5094339622641509	80026969	1.682094836889155	1.8490338673404472
159	82	497	0.5157232704402516	77439315	1.5679425046514113	1.8881226604674022
159	83	511	0.5220125786163522	73765995	1.6923880209951658	1.9214721594990634
159	84	487	0.5283018867924528	68745588	1.7306903717455993	1.9571470884297675
159	85	466	0.5345911949685535	62813015	1.8124729100933978	1.9913677608852896
159	86	419	0.5408805031446541	56331240	1.8171884132000506	2.0219052563144073
159	87	374	0.5471698113207547	49804545	1.8345851452551605	2.0617056255441297
159	88	319	0.5534591194968553	43667375	1.7847148803699175	2.106265806056811
159	89	295	0.559748427672956	38117230	1.8907579303636133	2.175485399668109
159	90	287	0.5660377358490566	33336271	2.1032946933864913	2.2251005703398614
159	91	245	0.5723270440251572	29335612	2.040357077465944	2.265834199662489
159	92	237	0.5786163522012578	25948502	2.231368521835867	2.3064090478222163
159	93	176	0.5849056603773585	23089647	1.8622184356822917	2.3581976832616216
159	94	179	0.5911949685534591	20670739	2.115593748109163	2.405703236100513
159	95	170	0.5974842767295597	18552850	2.238584721808048	2.475243866736561
159	96	151	0.6037735849056604	16706869	2.2080918122238726	2.5016220368071127
159	97	139	0.610062893081761	15071827	2.2531190893577193	2.5572784542192544
159	98	104	0.6163522012578616	13589476	1.8696739438075334	2.5662567480785383
159	99	124	0.6226415094339622	12293665	2.464197757397603	2.5676682697658024
159	100	93	0.6289308176100629	11094195	2.047964389700925	2.5800002141511085
159	101	104	0.6352201257861635	9981629	2.545465192825522	2.582901773092939
159	102	91	0.6415094339622641	8952640	2.483279014770849	2.585345142888119
159	103	72	0.6477987421383647	7997885	2.1993410920010095	2.5719281988599993
159	104	60	0.6540880503144654	7117091	2.0596051965611717	2.5720743291206913
159	105	67	0.660377358490566	6299838	2.5982483987046328	2.5395550980204855
159	106	59	0.6666666666666666	5540326	2.6016683821852298	2.497062483366035
159	107	37	0.6729559748427673	4851662	1.8631440507601778	2.4519953543166357
159	108	40	0.6792452830188679	4253326	2.2975584453200066	2.402802494776296
159	109	24	0.6855345911949685	3709383	1.5806831063817075	2.349740719609738
159	110	33	0.6918238993710691	3250678	2.4801345086776694	2.3001207139609283
159	111	18	0.6981132075471698	2858810	1.5382341891904756	2.239323428412492
159	112	16	0.7044025157232704	2517687	1.5525782310508276	2.1665882681731667
159	113	10	0.710691823899371	2220313	1.1003251649653858	2.1396372173432754
159	114	14	0.7169811320754716	1973429	1.7331724501868104	1.9915934074208956
159	115	12	0.7232704402515723	1752270	1.6730752233387256	1.9372601104106906
159	116	10	0.7295597484276729	1554806	1.5712997428616757	1.8271185867216786
159	117	13	0.7358490566037735	1395030	2.2766436194201756	1.7901879934874974
159	118	9	0.7421383647798742	1251201	1.7573192805950537	1.7546074037230859
159	119	11	0.7484276729559748	1143349	2.350439712458549	1.5776187926158387
159	120	6	0.7547169811320755	1044595	1.403261322139082	1.5140621007384758
159	121	3	0.7610062893081762	960358	0.7631736085917306	1.4988560314149468
159	122	5	0.7672955974842768	886027	1.378663555399435	1.4859545891839032
159	123	6	0.7735849056603774	824246	1.7784008182021804	1.4680475331327811
159	124	7	0.779874213836478	767187	2.2291128337678474	1.4828625217922105
159	125	6	0.7861635220125787	705980	2.07631910365715	1.4386187707683378
159	126	3	0.7924528301886793	651453	1.1250541181020537	1.3528281415391827
159	127	2	0.7987421383647799	587311	0.8319497737995	1.2977976420219577
159	128	5	0.8050314465408805	517157	2.3620160492846374	1.1655538496582065
159	129	1	0.8113207547169812	445685	0.5481598590932588	1.1454729834658703
159	130	5	0.8176100628930818	376176	3.2472383511970335	1.0667269364405652
159	131	1	0.8238993710691824	315757	0.7737172154535895	1.0229038073760708
159	132	2	0.8301886792452831	262970	1.8580570163895431	1.0229038073760708
159	133	3	0.8364779874213837	215963	3.393728927640092	0.8957366008561827
159	134	2	0.8427672955974843	171285	2.8526330595204374	0.0
159	135	1	0.8490566037735849	132863	1.8387860186807394	0.0
159	136	0	0.8553459119496856	103455	0.0	0.0
159	137	0	0.8616352201257862	78150	0.0	0.0
159	138	0	0.8679245283018868	59157	0.0	0.0
159	139	1	0.8742138364779874	44335	5.510468632005844	0.0
159	140	0	0.8805031446540881	32622	0.0	0.0
159	141	0	0.8867924528301887	23358	0.0	0.0
159	142	0	0.8930817610062893	17026	0.0	0.0
159	143	0	0.89937106918239	12298	0.0	0.0
159	144	0	0.9056603773584906	8188	0.0	0.0
159	145	0	0.9119496855345912	6065	0.0	0.0
159	146	0	0.9182389937106918	4261	0.0	0.0
159	147	0	0.9245283018867925	2530	0.0	0.0
159	148	0	0.9308176100628931	1880	0.0	0.0
159	149	0	0.9371069182389937	1183	0.0	0.0
159	150	0	0.9433962264150944	822	0.0	0.0
159	151	0	0.949685534591195	454	0.0	0.0
159	152	0	0.9559748427672956	191	0.0	0.0
159	153	0	0.9622641509433962	313	0.0	0.0
159	154	0	0.9685534591194969	164	0.0	0.0
159	155	0	0.9748427672955975	43	0.0	0.0
159	156	0	0.9811320754716981	16	0.0	0.0
159	157	0	0.9874213836477987	29	0.0	0.0
159	158	0	0.9937106918238994	24	0.0	0.0
159	159	0	1.0	11	0.0	0.0
160	0	0	0.0	94385	0.0	0.0
160	1	0	0.00625	76961	0.0	0.0
160	2	0	0.0125	87703	0.0	0.0
160	3	0	0.01875	95658	0.0	0.0
160	4	0	0.025	96799	0.0	0.0
160	5	0	0.03125	111170	0.0	0.0
160	6	0	0.0375	114847	0.0	0.0
160	7	0	0.04375	122891	0.0	0.0
160	8	0	0.05	124206	0.0	0.0
160	9	0	0.05625	129920	0.0	0.0
160	10	0	0.0625	132988	0.0	0.0
160	11	0	0.06875	129796	0.0	0.0
160	12	0	0.075	138157	0.0	0.0
160	13	0	0.08125	141934	0.0	0.0
160	14	0	0.0875	150211	0.0	0.0
160	15	0	0.09375	162565	0.0	0.0
160	16	0	0.1	170827	0.0	0.0
160	17	0	0.10625	182101	0.0	0.0
160	18	0	0.1125	199961	0.0	0.0
160	19	0	0.11875	222407	0.0	0.0
160	20	0	0.125	250373	0.0	0.0
160	21	0	0.13125	281104	0.0	0.0
160	22	0	0.1375	324319	0.0	0.0
160	23	0	0.14375	389336	0.0	0.0
160	24	0	0.15	481704	0.0	0.0
160	25	0	0.15625	606832	0.0	0.0
160	26	0	0.1625	790033	0.0	0.0
160	27	0	0.16875	1042813	0.0	0.0
160	28	0	0.175	1400928	0.0	0.0
160	29	1	0.18125	1907752	0.13178196671871562	0.0890333024387497
160	30	1	0.1875	2615756	0.09611267663022206	0.16249290528351112
160	31	5	0.19375	3574436	0.3516740970765222	0.2235284502689595
160	32	3	0.2	4858323	0.1552432663935044	0.2567841368617546
160	33	8	0.20625	6515176	0.30870363050399635	0.2821706580393779
160	34	9	0.2125	8656553	0.26138184507667983	0.3180351525190875
160	35	15	0.21875	11313781	0.33332001552561846	0.3488855843487264
160	36	22	0.225	14586675	0.3791789995029291	0.380923670919748
160	37	25	0.23125	18503003	0.33968446982844236	0.3997820462107409
160	38	45	0.2375	23029555	0.49125260890713435	0.4364247539403209
160	39	53	0.24375	28233211	0.4719472914466883	0.46242607295476557
160	40	73	0.25	34033309	0.5392579861019129	0.49415600202050475
160	41	74	0.25625	40345288	0.4611230184376345	0.5250441493209705
160	42	101	0.2625	47142915	0.5386204558570016	0.5546800964815473
160	43	111	0.26875	54234724	0.5145450998043893	0.5804132492162454
160	44	146	0.275	61571436	0.5961444092914808	0.618118981312936
160	45	168	0.28125	68926773	0.6127724589111782	0.6514427729599204
160	46	200	0.2875	76165198	0.6601632167267867	0.6917119635399874
160	47	223	0.29375	83207383	0.6737843234110437	0.7316380761899369
160	48	277	0.3	90001286	0.7737647774091027	0.7671269603215044
160	49	292	0.30625	96349813	0.7619208839242525	0.7975015013611753
160	50	310	0.3125	102283501	0.7619632249113625	0.834853568960555
160	51	370	0.31875	107772086	0.8631242872247862	0.8826337748958175
160	52	391	0.325	112695567	0.872263754913103	0.9228189037800942
160	53	421	0.33125	117039017	0.9043349855768874	0.9624226593839535
160	54	468	0.3375	120719936	0.974641183934123	1.0147864938894036
160	55	512	0.34375	123736532	1.040279220146887	1.056748834018043
160	56	539	0.35	126106515	1.0745562225557699	1.097004320791963
160	57	574	0.35625	127764123	1.1294860629073251	1.1325896076282096
160	58	613	0.3625	128592503	1.1984577466414834	1.1822314494068464
160	59	586	0.36875	128652330	1.145138094233785	1.2544240122961816
160	60	646	0.375	127877700	1.270034749054994	1.296603437861671
160	61	679	0.38125	126296310	1.351627485221788	1.340595364885012
160	62	634	0.3875	124167937	1.283682718368519	1.3932243410558174
160	63	697	0.39375	121613409	1.4408846599175549	1.443806548443391
160	64	708	0.4	118637855	1.5003337331466984	1.4883608730975215
160	65	692	0.40625	115462021	1.5067626342303646	1.5389789719488127
160	66	691	0.4125	112318539	1.5466943672135027	1.5700502236703857
160	67	694	0.41875	109176840	1.5981106756402257	1.608216805610993
160	68	677	0.425	106165169	1.6031882288714507	1.6339232303716222
160	69	646	0.43125	103178481	1.5740600273930159	1.6617458889455996
160	70	665	0.4375	100348160	1.6660580675329721	1.6817558499614302
160	71	675	0.44375	97552407	1.7395771140306677	1.7127441731298452
160	72	651	0.45	94978069	1.7231994807357855	1.7339946520690073
160	73	627	0.45625	92589746	1.7024820840136021	1.743134298775897
160	74	619	0.4625	90317403	1.7230469441619969	1.7686924906945072
160	75	592	0.46875	88301737	1.685506230283617	1.7752253594611518
160	76	563	0.475	86543566	1.6355036242877956	1.781311367840608
160	77	573	0.48125	85060436	1.6935768934632038	1.7918111406440451
160	78	585	0.4875	83829079	1.7544422345897948	1.8010059976027137
160	79	588	0.49375	82804807	1.785252619646576	1.8051994408803753
160	80	572	0.5	81773119	1.7585850143117827	1.8262903446543313
160	81	565	0.50625	80422999	1.7662252370485858	1.8407084236377746
160	82	577	0.5125	78436284	1.8494249192094814	1.8609017094604015
160	83	511	0.51875	75440635	1.7029169452519688	1.905034349980749
160	84	528	0.525	71161763	1.8653705920943153	1.9332506517461596
160	85	491	0.53125	65691164	1.8791110093685888	1.962010839202422
160	86	431	0.5375	59501601	1.8210695012449112	2.0104558895511904
160	87	421	0.54375	52922805	1.9999408147513735	2.0357714162950864
160	88	396	0.55	46572191	2.1376983313140454	2.0907902954548367
160	89	376	0.55625	40726236	2.321087290632695	2.1276809439024897
160	90	294	0.5625	35563011	2.0783883937172685	2.1879176923778862
160	91	284	0.56875	31201368	2.2883508249485702	2.248953390657293
160	92	229	0.575	27542543	2.09030350323454	2.2828368718304213
160	93	227	0.58125	24438419	2.3352353317023016	2.33327561997947
160	94	241	0.5875	21825413	2.776083176421299	2.3944368928109814
160	95	166	0.59375	19568024	2.132745419510906	2.418130489132346
160	96	160	0.6	17591106	2.2866765564058396	2.4633705680197724
160	97	155	0.60625	15879218	2.4540335134004887	2.526678970429867
160	98	140	0.6125	14318184	2.4582044398939726	2.5583778368904895
160	99	128	0.61875	12950937	2.4847727815493257	2.565656964236599
160	100	117	0.625	11712049	2.5114867037247612	2.5686333746983854
160	101	121	0.63125	10574013	2.8768911650817093	2.5826374285642095
160	102	82	0.6375	9513132	2.1670465065415025	2.5848360957221295
160	103	82	0.64375	8527634	2.417481738412809	2.579272274378035
160	104	86	0.65	7613164	2.83995310085983	2.555524144853874
160	105	75	0.65625	6774867	2.7831613953258767	2.555524144853874
160	106	46	0.6625	5981418	1.933443923546541	2.49994029340071
160	107	48	0.66875	5253424	2.2970829895768987	2.4962432108615946
160	108	53	0.675	4609758	2.8905177799556605	2.4490344124216796
160	109	32	0.68125	4035182	1.9937226965946073	2.3990619794047987
160	110	30	0.6875	3524009	2.1402383811014367	2.3119966414248845
160	111	24	0.69375	3094142	1.9500641708484985	2.2604397308777964
160	112	29	0.7	2729962	2.6706642827172433	2.199135586068493
160	113	24	0.70625	2402301	2.511665046851962	2.1166582254196435
160	114	14	0.7125	2125504	1.6559377672316231	2.0827663747743714
160	115	15	0.71875	1895179	1.9898435232626823	1.9337383324534883
160	116	14	0.725	1679660	2.0954850076812472	1.9008838756200623
160	117	5	0.73125	1498006	0.839139865165971	1.790467868695192
160	118	6	0.7375	1346005	1.120682213980913	1.7530470388659765
160	119	9	0.74375	1209983	1.869998004223256	1.6793319330411236
160	120	4	0.75	1110614	0.9054714259736079	1.5533131335531924
160	121	6	0.75625	1014453	1.4869529326931645	1.5019565405961928
160	122	4	0.7625	934756	1.0758200453233278	1.4687916223585795
160	123	5	0.76875	864001	1.454901733745465	1.4687916223585795
160	124	6	0.775	805284	1.8731824591440767	1.4687916223585795
160	125	2	0.78125	747708	0.6724745771653189	1.499359415842532
160	126	2	0.7875	688152	0.7306737772223669	1.4430451750319688
160	127	2	0.79375	635238	0.7915373783418598	1.3367082562422632
160	128	5	0.8	569483	2.2073293721811114	1.332846934369741
160	129	3	0.80625	498886	1.5118121809685767	1.2278260219542483
160	130	2	0.8125	428640	1.1730464285720563	1.1603685726993647
160	131	6	0.81875	361353	4.1744329324217	1.0735359547965488
160	132	3	0.825	302802	2.4908089501214965	1.0238215343047279
160	133	0	0.83125	251661	0.0	1.0048185406710917
160	134	1	0.8375	205997	1.2204416111475562	0.8811073576995361
160	135	0	0.84375	162591	0.0	0.0
160	136	1	0.85	126352	1.9897374839461437	0.0
160	137	0	0.85625	97993	0.0	0.0
160	138	0	0.8625	74434	0.0	0.0
160	139	0	0.86875	55982	0.0	0.0
160	140	0	0.875	42067	0.0	0.0
160	141	0	0.88125	30962	0.0	0.0
160	142	0	0.8875	21976	0.0	0.0
160	143	0	0.89375	16325	0.0	0.0
160	144	0	0.9	11512	0.0	0.0
160	145	0	0.90625	7758	0.0	0.0
160	146	0	0.9125	5812	0.0	0.0
160	147	0	0.91875	4015	0.0	0.0
160	148	0	0.925	2408	0.0	0.0
160	149	0	0.93125	1790	0.0	0.0
160	150	0	0.9375	1112	0.0	0.0
160	151	0	0.94375	790	0.0	0.0
160	152	0	0.95	432	0.0	0.0
160	153	0	0.95625	187	0.0	0.0
160	154	0	0.9625	303	0.0	0.0
160	155	0	0.96875	158	0.0	0.0
160	156	0	0.975	37	0.0	0.0
160	157	0	0.98125	15	0.0	0.0
160	158	0	0.9875	29	0.0	0.0
160	159	0	0.99375	23	0.0	0.0
160	160	0	1.0	11	0.0	0.0
161	0	0	0.0	93258	0.0	0.0
161	1	0	0.006211180124223602	76084	0.0	0.0
161	2	0	0.012422360248447204	86758	0.0	0.0
161	3	0	0.018633540372670808	94790	0.0	0.0
161	4	0	0.024844720496894408	95745	0.0	0.0
161	5	0	0.031055900621118012	109830	0.0	0.0
161	6	0	0.037267080745341616	113429	0.0	0.0
161	7	0	0.043478260869565216	121703	0.0	0.0
161	8	0	0.049689440993788817	122790	0.0	0.0
161	9	0	0.055900621118012424	128489	0.0	0.0
161	10	0	0.062111801242236024	131853	0.0	0.0
161	11	0	0.06832298136645963	128342	0.0	0.0
161	12	0	0.07453416149068323	135982	0.0	0.0
161	13	0	0.08074534161490683	140219	0.0	0.0
161	14	0	0.08695652173913043	147778	0.0	0.0
161	15	0	0.09316770186335403	159410	0.0	0.0
161	16	0	0.09937888198757763	168037	0.0	0.0
161	17	0	0.10559006211180125	178550	0.0	0.0
161	18	0	0.11180124223602485	195150	0.0	0.0
161	19	0	0.11801242236024845	216386	0.0	0.0
161	20	0	0.12422360248447205	243480	0.0	0.0
161	21	0	0.13043478260869565	272781	0.0	0.0
161	22	0	0.13664596273291926	311980	0.0	0.0
161	23	0	0.14285714285714285	372234	0.0	0.0
161	24	0	0.14906832298136646	457234	0.0	0.0
161	25	0	0.15527950310559005	572406	0.0	0.0
161	26	0	0.16149068322981366	741827	0.0	0.0
161	27	0	0.16770186335403728	972685	0.0	0.0
161	28	1	0.17391304347826086	1302249	0.1766508916551999	0.0
161	29	1	0.18012422360248448	1767299	0.13016668204253634	0.08835702522649885
161	30	0	0.18633540372670807	2416249	0.0	0.15470707268634534
161	31	3	0.19254658385093168	3303744	0.2088934073043424	0.21128940351081868
161	32	5	0.19875776397515527	4492674	0.256020631596119	0.2538677164515322
161	33	5	0.20496894409937888	6036304	0.1905499184659126	0.2721558049298015
161	34	11	0.2111801242236025	8034576	0.31494853207910617	0.30207205898276
161	35	16	0.21739130434782608	10531017	0.3495099430675574	0.3421346327367324
161	36	22	0.2236024844720497	13612204	0.37179547369081695	0.37794358083473434
161	37	22	0.22981366459627328	17326555	0.2920924461992608	0.39428442941822267
161	38	34	0.2360248447204969	21645661	0.3613415731790839	0.43016757437872427
161	39	58	0.2422360248447205	26623571	0.5011544066125225	0.45774045318584067
161	40	69	0.2484472049689441	32213782	0.49273934502596983	0.4859798499184884
161	41	62	0.2546583850931677	38326050	0.3721409775972147	0.5204984095846676
161	42	79	0.2608695652173913	44941036	0.40438392015618646	0.5502898236248562
161	43	101	0.2670807453416149	51876407	0.4478796719232374	0.5767547693953593
161	44	152	0.2732919254658385	59106138	0.5915900637101014	0.6077177042580314
161	45	191	0.2795031055900621	66377130	0.6619493548207741	0.6368182439726219
161	46	210	0.2857142857142857	73609604	0.6562883271521119	0.6819752921126412
161	47	240	0.2919254658385093	80631488	0.6847253926617624	0.7144976814995557
161	48	246	0.2981366459627329	87444528	0.6471609974696728	0.7546763633699367
161	49	274	0.30434782608695654	93891314	0.671328388054547	0.7839468991737932
161	50	356	0.3105590062111801	99870724	0.8200147536181364	0.82018225002013
161	51	364	0.3167701863354037	105464943	0.7939682355925765	0.8699738950990619
161	52	409	0.32298136645962733	110514017	0.8513650338662543	0.9063832497204053
161	53	482	0.32919254658385094	115033532	0.9639010428491281	0.9443804882269954
161	54	447	0.33540372670807456	118891109	0.8649042108957896	0.9975761078995187
161	55	518	0.3416149068322981	122117294	0.9758036855097187	1.037094866514473
161	56	533	0.34782608695652173	124687784	0.9833614274096031	1.077651297347332
161	57	601	0.35403726708074534	126593935	1.0921227122868291	1.1210640511639096
161	58	610	0.36024844720496896	127729834	1.0986196276926687	1.152188739082634
161	59	615	0.36645962732919257	128066356	1.104714183554671	1.2121863068155954
161	60	627	0.37267080745341613	127596880	1.130413543602688	1.2701528029004947
161	61	679	0.37888198757763975	126334221	1.2363989683984022	1.3215513737613023
161	62	703	0.38509316770186336	124380900	1.3002039963208658	1.3769984734284857
161	63	726	0.391304347826087	122032426	1.3685833183972684	1.4193619846804204
161	64	656	0.39751552795031053	119265326	1.2653174757318202	1.4699642851796557
161	65	709	0.40372670807453415	116155389	1.4041604555086853	1.507185533027063
161	66	725	0.40993788819875776	113037844	1.4754483381701973	1.5554969792823927
161	67	673	0.4161490683229814	109906185	1.408649020396561	1.5948050341480118
161	68	694	0.422360248447205	106893307	1.49354675894649	1.6206025688750918
161	69	706	0.42857142857142855	103934602	1.5626237120435333	1.6445377020226086
161	70	692	0.43478260869565216	101061927	1.575173461009782	1.670030475493848
161	71	710	0.4409937888198758	98287980	1.6617581048571313	1.6892711874932238
161	72	677	0.4472049689440994	95636216	1.6284564586265267	1.7135853563136345
161	73	607	0.453416149068323	93201239	1.4982244209575917	1.7310555736566964
161	74	651	0.45962732919254656	90892745	1.6476373774564423	1.7429085312480668
161	75	658	0.4658385093167702	88748434	1.7055916516866858	1.767755353023374
161	76	598	0.4720496894409938	86876014	1.5834748278188875	1.7748074605085966
161	77	633	0.4782608695652174	85234963	1.7084245341373527	1.7820421077447897
161	78	633	0.484472049689441	83884587	1.7359267913602472	1.791696355904173
161	79	579	0.4906832298136646	82754940	1.6095130492162342	1.8003578863108989
161	80	613	0.4968944099378882	81764876	1.7246602687362682	1.8103914571224526
161	81	548	0.5031055900621118	80615587	1.563764696768711	1.8276206823403505
161	82	601	0.5093167701863354	79081676	1.7482698729255883	1.8446912544112515
161	83	586	0.515527950310559	76705244	1.7574477691011081	1.8843262003738335
161	84	633	0.5217391304347826	73168083	1.9901779025082493	1.9195977183774877
161	85	530	0.5279503105590062	68331653	1.7842832942115272	1.9555698114933786
161	86	490	0.5341614906832298	62510115	1.8032487867519569	2.001623000851055
161	87	450	0.5403726708074534	56095150	1.845427833835752	2.0313004693141745
161	88	444	0.546583850931677	49580393	2.060074240862694	2.0822914963360297
161	89	373	0.5527950310559007	43482985	1.9733283198852487	2.115365782288502
161	90	337	0.5590062111801242	37981569	2.0411121415597693	2.171111137509772
161	91	344	0.5652173913043478	33240228	2.3806980436608254	2.2206265466461987
161	92	254	0.5714285714285714	29262637	1.9967795636395134	2.2664547034471885
161	93	226	0.577639751552795	25902755	2.0071154216454152	2.308104479463732
161	94	213	0.5838509316770186	23063490	2.1245377092760327	2.346343406608331
161	95	206	0.5900621118012422	20650060	2.2948577429538237	2.4063475685557387
161	96	203	0.5962732919254659	18539641	2.5188632154441266	2.481887426276588
161	97	167	0.6024844720496895	16707810	2.299359141035506	2.502442339667067
161	98	144	0.6086956521739131	15088246	2.19550081361487	2.5346794985347936
161	99	146	0.6149068322981367	13635520	2.4631508928911763	2.5523296888869447
161	100	130	0.6211180124223602	12346761	2.422145217755654	2.5559899637568737
161	101	108	0.6273291925465838	11168602	2.224512277970509	2.570932814951138
161	102	89	0.6335403726708074	10080255	2.0310861960963513	2.589464216574592
161	103	94	0.639751552795031	9075081	2.3827979076623875	2.577708316273387
161	104	89	0.6459627329192547	8123100	2.5204499247370125	2.5599289532004366
161	105	86	0.6521739130434783	7252329	2.727914914313726	2.554565696546826
161	106	66	0.6583850931677019	6442279	2.356754108673049	2.542560254775418
161	107	53	0.6645962732919255	5679805	2.146605859070144	2.4906475703307565
161	108	62	0.6708074534161491	4984035	2.861676074594125	2.459692473028662
161	109	52	0.6770186335403726	4381393	2.7302411001178863	2.404934958270169
161	110	33	0.6832298136645962	3829094	1.9825665682884908	2.3344653865081932
161	111	31	0.6894409937888198	3351452	2.127837981036239	2.2996640450766517
161	112	14	0.6956521739130435	2949022	1.0920936697316244	2.2477301288264853
161	113	21	0.7018633540372671	2606458	1.8534395670864217	2.1930525052894203
161	114	26	0.7080745341614907	2295540	2.605543629030382	2.0903720966822426
161	115	19	0.7142857142857143	2038758	2.1438667527655344	2.0331071740364717
161	116	15	0.7204968944099379	1817770	1.8982884001311422	1.905412420522893
161	117	12	0.7267080745341615	1613787	1.7105859472688212	1.8234447879023852
161	118	9	0.7329192546583851	1444983	1.4328134123818979	1.7554202178079579
161	119	6	0.7391304347826086	1297882	1.0634716268833024	1.7085731354089875
161	120	6	0.7453416149068323	1173802	1.1758888484110221	1.6366504709107574
161	121	3	0.7515527950310559	1077485	0.6405011123322155	1.53782368485256
161	122	6	0.7577639751552795	986311	1.3994173055380652	1.5240366468862503
161	123	9	0.7639751552795031	909777	2.2757126450370055	1.4658247222438616
161	124	6	0.7701863354037267	844135	1.635118413574315	1.4658247222438616
161	125	5	0.7763975155279503	786498	1.4624541130879698	1.4684887848611972
161	126	5	0.782608695652174	728265	1.5793938127405025	1.4650957207364292
161	127	0	0.7888198757763976	671052	0.0	1.4381709091985544
161	128	1	0.7950310559006211	619033	0.3716174210536311	1.3535772118768297
161	129	2	0.8012422360248447	551527	0.8342055674775394	1.3535772118768297
161	130	4	0.8074534161490683	481387	1.9115052712856178	1.2363242307299482
161	131	4	0.8136645962732919	411998	2.2334423662939376	1.171806681558672
161	132	4	0.8198757763975155	346954	2.6521492417679853	1.0645820618888615
161	133	1	0.8260869565217391	290121	0.7929224254951982	1.0515992896146298
161	134	2	0.8322981366459627	241185	1.9076099011720664	1.002672137159545
161	135	1	0.8385093167701864	196086	1.1731762951311793	0.822450662941551
161	136	0	0.84472049689441	154593	0.0	0.0
161	137	1	0.8509316770186336	119892	1.9187556051036967	0.0
161	138	1	0.8571428571428571	93036	2.472628305248424	0.0
161	139	0	0.8633540372670807	70855	0.0	0.0
161	140	1	0.8695652173913043	52950	4.344541019963974	0.0
161	141	0	0.8757763975155279	39895	0.0	0.0
161	142	0	0.8819875776397516	29381	0.0	0.0
161	143	0	0.8881987577639752	20776	0.0	0.0
161	144	0	0.8944099378881988	15594	0.0	0.0
161	145	0	0.9006211180124224	10771	0.0	0.0
161	146	0	0.906832298136646	7356	0.0	0.0
161	147	0	0.9130434782608695	5567	0.0	0.0
161	148	0	0.9192546583850931	3802	0.0	0.0
161	149	0	0.9254658385093167	2285	0.0	0.0
161	150	0	0.9316770186335404	1697	0.0	0.0
161	151	0	0.937888198757764	1048	0.0	0.0
161	152	0	0.9440993788819876	763	0.0	0.0
161	153	0	0.9503105590062112	409	0.0	0.0
161	154	0	0.9565217391304348	187	0.0	0.0
161	155	0	0.9627329192546584	290	0.0	0.0
161	156	0	0.968944099378882	153	0.0	0.0
161	157	0	0.9751552795031055	30	0.0	0.0
161	158	0	0.9813664596273292	15	0.0	0.0
161	159	0	0.9875776397515528	29	0.0	0.0
161	160	0	0.9937888198757764	22	0.0	0.0
161	161	0	1.0	11	0.0	0.0
162	0	0	0.0	92147	0.0	0.0
162	1	0	0.006172839506172839	75226	0.0	0.0
162	2	0	0.012345679012345678	85817	0.0	0.0
162	3	0	0.018518518518518517	93916	0.0	0.0
162	4	0	0.024691358024691357	94725	0.0	0.0
162	5	0	0.030864197530864196	108530	0.0	0.0
162	6	0	0.037037037037037035	112041	0.0	0.0
162	7	0	0.043209876543209874	120447	0.0	0.0
162	8	0	0.04938271604938271	121612	0.0	0.0
162	9	0	0.05555555555555555	126858	0.0	0.0
162	10	0	0.06172839506172839	130693	0.0	0.0
162	11	0	0.06790123456790123	127149	0.0	0.0
162	12	0	0.07407407407407407	133788	0.0	0.0
162	13	0	0.08024691358024691	138531	0.0	0.0
162	14	0	0.08641975308641975	145338	0.0	0.0
162	15	0	0.09259259259259259	156659	0.0	0.0
162	16	0	0.09876543209876543	165109	0.0	0.0
162	17	0	0.10493827160493827	175037	0.0	0.0
162	18	0	0.1111111111111111	190676	0.0	0.0
162	19	0	0.11728395061728394	210961	0.0	0.0
162	20	0	0.12345679012345678	236580	0.0	0.0
162	21	0	0.12962962962962962	265042	0.0	0.0
162	22	0	0.13580246913580246	300224	0.0	0.0
162	23	0	0.1419753086419753	356955	0.0	0.0
162	24	0	0.14814814814814814	434495	0.0	0.0
162	25	0	0.15432098765432098	540575	0.0	0.0
