EE87874,Artery,Breast,Colon,Heart,Kidney,Liver,Lung,Ovary,Pancreas,Placenta,Stomach,Blood cell
bps,27.15462888952645,14.675705161706922,15.063557552386037,14.278076666611838,15.15702730383127,17.813666616580775,23.547822793944963,17.092529255656913,16.0747420586082,21.646598891459746,13.788217796471322,23.078873894201266
bps_WGS_corrected,27.74474708361001,14.175710102087969,15.94551527934054,15.058988986529975,15.204765992986893,17.402371266854843,23.835694916332095,17.62719597568106,14.39236819455104,22.701312595966197,14.304764183445386,21.78426780824799
